4.697189419533280286e-01,5.555187973292624765e-07,1.521405394588564268e-06,4.144258949793788727e-01,1.158530861431011361e-01
4.697570688196961441e-01,8.380707447929979163e-06,1.131892377988493696e-06,4.142921912070476331e-01,1.159412273734304194e-01
4.697214479440711132e-01,3.876541715958072915e-06,2.252735294604512978e-06,4.144115172916393863e-01,1.158609054872790090e-01
4.697136646609496591e-01,4.718220096882947187e-08,8.245129352509665454e-06,4.144307878492601294e-01,1.158472551782367826e-01
4.697541498153924300e-01,1.887836223149695239e-06,3.126075169856885260e-06,4.143062870095712835e-01,1.159345492636432995e-01
4.697268415225526184e-01,3.508076414073339202e-06,4.398556717677396094e-06,4.143877306272672478e-01,1.158775212170483765e-01
4.697022614676241714e-01,1.754468067880159336e-07,2.980463151474074537e-06,4.144779852016530208e-01,1.158165974207645416e-01
4.697166399512963109e-01,7.196553444493568583e-06,3.685777976820841078e-06,4.144130424581220495e-01,1.158594352591603427e-01
4.697264128596667643e-01,2.335815686362275656e-06,3.287556179832442853e-06,4.143974477623899588e-01,1.158705160060771178e-01
4.697145464395927061e-01,1.217978854351192331e-06,2.551695031278799981e-06,4.144356352574569691e-01,1.158460486290647795e-01
4.697383020333631420e-01,3.165390565347229916e-06,1.218259335140163016e-06,4.143587252131298304e-01,1.158985891036065918e-01
4.697361329044958955e-01,9.004622471837710533e-07,2.607746626728734186e-06,4.143694251499825398e-01,1.158909337366476056e-01
4.697138357054678748e-01,2.733196289424993621e-06,2.628134098121598467e-06,4.144348146340264272e-01,1.158459883301182214e-01
4.697021065789995786e-01,6.222509262105712532e-07,1.578055329458512309e-06,4.144794785091027167e-01,1.158162146056421621e-01
4.697153859872267301e-01,7.776628146798419647e-07,7.160889926021955521e-06,4.144224050505387336e-01,1.158542704094938924e-01
4.697252592597063181e-01,1.086632328501846756e-06,2.216610994239858926e-07,4.144078178867907081e-01,1.158656145600750476e-01
4.697278523305650211e-01,2.041406051297034638e-06,1.252027624113056961e-06,4.143970304545212535e-01,1.158718237812383367e-01
4.697349638833018259e-01,5.252110270484922403e-06,2.199876352533365296e-06,4.143668787321110880e-01,1.158907053979641721e-01
4.697065548781037547e-01,6.253644392307129730e-07,6.615450968144785492e-07,4.144680409131043519e-01,1.158241172992559020e-01
4.697172966990693643e-01,1.719238788626751103e-06,1.407190828346282344e-06,4.144309197135855327e-01,1.158486571577282132e-01
4.697346624376827484e-01,4.270850420279455849e-06,5.411974779403876439e-06,4.143625309350473795e-01,1.158931238020702303e-01
4.697288227308663577e-01,9.740372262294759334e-06,4.266671023240531709e-07,4.143769074160953414e-01,1.158841028136737561e-01
4.697227755213855827e-01,1.697426969995852338e-06,2.336064553347001890e-06,4.144094505713659116e-01,1.158637404157252249e-01
4.697272162141671314e-01,8.335552457184460150e-06,2.217654847554148610e-06,4.143830499238279064e-01,1.158791806547003617e-01
4.697400615097667709e-01,1.951508998121412115e-06,7.105703471205346190e-07,4.143574742226545649e-01,1.158998021882334667e-01
4.697487255631273007e-01,4.351825869844866365e-06,2.015205882889078546e-06,4.143232252427234141e-01,1.159216821623966220e-01
4.697226307913173748e-01,5.396141923340406896e-06,2.730997495264533156e-06,4.144024365186618764e-01,1.158668055506022199e-01
4.697086331083225597e-01,6.953819155333341716e-07,1.608050342235907119e-07,4.144632256862825770e-01,1.158272850184451086e-01
4.697301263438528052e-01,2.610298965625523851e-06,1.255783688128050653e-06,4.143886822037160522e-01,1.158773253697774064e-01
4.697127979503311623e-01,9.672544227809021241e-06,1.255981059760584690e-06,4.144263178879458165e-01,1.158499556364354366e-01
4.697038842893374033e-01,5.427469485649940529e-06,1.833864707839085779e-06,4.144616557207123630e-01,1.158271986557567884e-01
4.697041641111742161e-01,7.738953436615150062e-07,1.328510751380867730e-06,4.144733487947984685e-01,1.158203846879322374e-01
4.697099521348293560e-01,4.688440856035737010e-06,7.283214440005604678e-07,4.144478250187982882e-01,1.158368060840724301e-01
4.697204261486013221e-01,2.694295932206334519e-06,3.222281626764982237e-06,4.144125843337929105e-01,1.158610729400468692e-01
4.697269763191473380e-01,1.864140902720241226e-06,9.914116592975097259e-08,4.144014883827686346e-01,1.158695720160153875e-01
4.697314744081693139e-01,3.571037687809744235e-06,8.364424117536634380e-06,4.143674831079349197e-01,1.158891070220905151e-01
